,img_no,site_url,page_url,src,alt,model_alts,approved_alt
4251,6966,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/collections-areas/contemporary-art/the-studio/join-the-curator-nazgol-ansarinia/,https://asia.si.edu/wp-content/uploads/2023/04/col-contemporary-studio-nazgol-903x1024.jpg,woman looks down at a round artwork beside her,,
4252,6967,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/collections-areas/contemporary-art/the-studio/join-the-curator-nazgol-ansarinia/,https://img.youtube.com/vi/aQlqRR3JqV8/maxresdefault.jpg,Video Poster,,
4253,6968,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/collections-areas/contemporary-art/the-studio/join-the-curator-nazgol-ansarinia/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4254,6969,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/collections-areas/contemporary-art/the-studio/join-the-curator-foundland-collective/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4255,6970,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/collections-areas/contemporary-art/the-studio/join-the-curator-foundland-collective/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4256,6971,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/collections-areas/contemporary-art/the-studio/join-the-curator-foundland-collective/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4257,6972,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/collections-areas/contemporary-art/the-studio/join-the-curator-foundland-collective/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4258,6973,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/collections-areas/contemporary-art/the-studio/join-the-curator-foundland-collective/,https://asia.si.edu/wp-content/uploads/2023/04/col-contemporary-studio-foundland.jpg,two women wearing sunglasses wear shirts that say Believe in the Truth and Do Not Obey in Advance,,
4259,6974,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/collections-areas/contemporary-art/the-studio/join-the-curator-foundland-collective/,https://img.youtube.com/vi/2B3Gz8zURqA/maxresdefault.jpg,Video Poster,,
4260,6975,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/collections-areas/contemporary-art/the-studio/join-the-curator-foundland-collective/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4261,6976,https://asia.si.edu,https://asia.si.edu/education/field-trips/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4262,6977,https://asia.si.edu,https://asia.si.edu/education/field-trips/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4263,6978,https://asia.si.edu,https://asia.si.edu/education/field-trips/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4264,6979,https://asia.si.edu,https://asia.si.edu/education/field-trips/,https://asia.si.edu/wp-content/uploads/2023/04/edu-fieldtrip-Education3rdGradeDocentTour170608-50-744x380.jpg,an older woman and several children look at a ceramic jar in a case.,,
4265,6980,https://asia.si.edu,https://asia.si.edu/education/field-trips/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4266,6981,https://asia.si.edu,https://asia.si.edu/education/field-trips/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4267,6982,https://asia.si.edu,https://asia.si.edu/research/archives/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4268,6983,https://asia.si.edu,https://asia.si.edu/research/archives/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4269,6984,https://asia.si.edu,https://asia.si.edu/research/archives/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4270,6985,https://asia.si.edu,https://asia.si.edu/research/archives/,https://asia.si.edu/wp-content/uploads/2023/04/archives-home-fs-fsa_A1999-744x380.jpg,detail from an archival photo showing several figures walking in the street,,
4271,6986,https://asia.si.edu,https://asia.si.edu/research/archives/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4272,6987,https://asia.si.edu,https://asia.si.edu/research/archives/,https://asia.si.edu/wp-content/uploads/2023/04/clf-resourcegateway-hero-FS-FSA_A.01_12.01.2-653x333.jpg,"in an archival photo, a man in a suit kneels and looks at a handscroll on the floor and draped over a table.",,
4273,6988,https://asia.si.edu,https://asia.si.edu/research/archives/,https://asia.si.edu/wp-content/uploads/2023/04/herzfeld-resourcegateway-hero-FS-FSA_A.6_04.GN_-653x333.jpg,A man in suit and hat standing in stony ruins.,,
4274,6989,https://asia.si.edu,https://asia.si.edu/research/archives/,https://asia.si.edu/wp-content/uploads/2023/04/moynihan-resourcegateway-hero-653x333.jpg,detail view of a pool with scalloped edges,,
4275,6990,https://asia.si.edu,https://asia.si.edu/research/archives/,https://asia.si.edu/wp-content/uploads/2023/04/research-library-fighting-peacocks-2-653x280.jpg,"detail, fighting peacocks in the Peacock Room",,
4276,6991,https://asia.si.edu,https://asia.si.edu/research/archives/,https://asia.si.edu/wp-content/uploads/2023/04/archives-alice-card-653x435.jpg,archival photo with a crowd of well-dressed men and women and a conductor.,,
4277,6992,https://asia.si.edu,https://asia.si.edu/research/archives/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4278,6993,https://asia.si.edu,https://asia.si.edu/research/archives/archives-reference-query-form/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4279,6994,https://asia.si.edu,https://asia.si.edu/research/archives/archives-reference-query-form/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4280,6995,https://asia.si.edu,https://asia.si.edu/research/archives/archives-reference-query-form/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4281,6996,https://asia.si.edu,https://asia.si.edu/research/archives/archives-reference-query-form/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4282,6997,https://asia.si.edu,https://asia.si.edu/research/archives/archives-reference-query-form/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4283,6998,https://asia.si.edu,https://asia.si.edu/research/awards-prizes/staff-awards-and-honors/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4284,6999,https://asia.si.edu,https://asia.si.edu/research/awards-prizes/staff-awards-and-honors/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4285,7000,https://asia.si.edu,https://asia.si.edu/research/awards-prizes/staff-awards-and-honors/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4286,7001,https://asia.si.edu,https://asia.si.edu/research/awards-prizes/staff-awards-and-honors/,https://asia.si.edu/wp-content/uploads/2023/04/buildingviews40_2115x1080-744x380.jpg,A geometric path over water in a courtyard.,,
4287,7002,https://asia.si.edu,https://asia.si.edu/research/awards-prizes/staff-awards-and-honors/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4288,7003,https://asia.si.edu,https://asia.si.edu/research/awards-prizes/staff-awards-and-honors/,https://asia.si.edu/wp-content/uploads/2023/04/Stuart-scaled-1.jpg,Image of a smiling woman sitting in an office in front of a computer monitor.,,
4289,7004,https://asia.si.edu,https://asia.si.edu/research/awards-prizes/staff-awards-and-honors/,https://asia.si.edu/wp-content/uploads/2023/04/Farhad-Rettig_1140x760.jpg,"Side-by-side portraits of a woman and a man, both of whom are smiling at the camera.",,
4290,7005,https://asia.si.edu,https://asia.si.edu/research/awards-prizes/staff-awards-and-honors/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4291,7006,https://asia.si.edu,https://asia.si.edu/research/awards-prizes/the-freer-and-sackler-residency-in-japanese-metalwork-design/%e3%83%95%e3%83%aa%e3%83%bc%e3%82%a2%ef%bd%9c%e3%82%b5%e3%83%83%e3%82%af%e3%83%a9%e3%83%bc%e3%80%80%e6%97%a5%e6%9c%ac%e9%87%91%e5%b7%a5%e4%bd%9c%e5%ae%b6%e6%8b%9b%e8%81%98%e5%88%b6%e5%ba%a6/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4292,7007,https://asia.si.edu,https://asia.si.edu/research/awards-prizes/the-freer-and-sackler-residency-in-japanese-metalwork-design/%e3%83%95%e3%83%aa%e3%83%bc%e3%82%a2%ef%bd%9c%e3%82%b5%e3%83%83%e3%82%af%e3%83%a9%e3%83%bc%e3%80%80%e6%97%a5%e6%9c%ac%e9%87%91%e5%b7%a5%e4%bd%9c%e5%ae%b6%e6%8b%9b%e8%81%98%e5%88%b6%e5%ba%a6/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4293,7008,https://asia.si.edu,https://asia.si.edu/research/awards-prizes/the-freer-and-sackler-residency-in-japanese-metalwork-design/%e3%83%95%e3%83%aa%e3%83%bc%e3%82%a2%ef%bd%9c%e3%82%b5%e3%83%83%e3%82%af%e3%83%a9%e3%83%bc%e3%80%80%e6%97%a5%e6%9c%ac%e9%87%91%e5%b7%a5%e4%bd%9c%e5%ae%b6%e6%8b%9b%e8%81%98%e5%88%b6%e5%ba%a6/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4294,7009,https://asia.si.edu,https://asia.si.edu/research/awards-prizes/the-freer-and-sackler-residency-in-japanese-metalwork-design/%e3%83%95%e3%83%aa%e3%83%bc%e3%82%a2%ef%bd%9c%e3%82%b5%e3%83%83%e3%82%af%e3%83%a9%e3%83%bc%e3%80%80%e6%97%a5%e6%9c%ac%e9%87%91%e5%b7%a5%e4%bd%9c%e5%ae%b6%e6%8b%9b%e8%81%98%e5%88%b6%e5%ba%a6/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4295,7010,https://asia.si.edu,https://asia.si.edu/research/awards-prizes/the-freer-and-sackler-residency-in-japanese-metalwork-design/%e3%83%95%e3%83%aa%e3%83%bc%e3%82%a2%ef%bd%9c%e3%82%b5%e3%83%83%e3%82%af%e3%83%a9%e3%83%bc%e3%80%80%e6%97%a5%e6%9c%ac%e9%87%91%e5%b7%a5%e4%bd%9c%e5%ae%b6%e6%8b%9b%e8%81%98%e5%88%b6%e5%ba%a6/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4296,7011,https://asia.si.edu,https://asia.si.edu/research/conservation-scientific-research/fellowships-internships/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4297,7012,https://asia.si.edu,https://asia.si.edu/research/conservation-scientific-research/fellowships-internships/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4298,7013,https://asia.si.edu,https://asia.si.edu/research/conservation-scientific-research/fellowships-internships/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4299,7014,https://asia.si.edu,https://asia.si.edu/research/conservation-scientific-research/fellowships-internships/,https://asia.si.edu/wp-content/uploads/2023/04/csr-fellowships-hero-Chinese-Object-Study-Workshop_Freer_014-702x380.jpg,A curator and three interns viewing Chinese scrolls.,,
4300,7015,https://asia.si.edu,https://asia.si.edu/research/conservation-scientific-research/fellowships-internships/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4301,7016,https://asia.si.edu,https://asia.si.edu/research/conservation-scientific-research/fellowships-internships/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4302,7017,https://asia.si.edu,https://asia.si.edu/research/publications/bookshelf/bookshelf-by-collection-area/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4303,7018,https://asia.si.edu,https://asia.si.edu/research/publications/bookshelf/bookshelf-by-collection-area/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4304,7019,https://asia.si.edu,https://asia.si.edu/research/publications/bookshelf/bookshelf-by-collection-area/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4305,7020,https://asia.si.edu,https://asia.si.edu/research/publications/bookshelf/bookshelf-by-collection-area/,https://asia.si.edu/wp-content/uploads/2023/04/bookshelf-category-hero-FS-7650_18-744x380.jpg,woman in a kimono looking down at a newspaper sheet,,
4306,7021,https://asia.si.edu,https://asia.si.edu/research/publications/bookshelf/bookshelf-by-collection-area/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4307,7022,https://asia.si.edu,https://asia.si.edu/research/publications/bookshelf/bookshelf-by-collection-area/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4308,7023,https://asia.si.edu,https://asia.si.edu/research/publications/occasional-papers/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4309,7024,https://asia.si.edu,https://asia.si.edu/research/publications/occasional-papers/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4310,7025,https://asia.si.edu,https://asia.si.edu/research/publications/occasional-papers/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4311,7026,https://asia.si.edu,https://asia.si.edu/research/publications/occasional-papers/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4312,7027,https://asia.si.edu,https://asia.si.edu/research/publications/occasional-papers/,https://asia.si.edu/wp-content/uploads/2023/04/research-op-dragonsroar-9783777434773-819x1024.jpg,cover of Dragon's Roar - four qin zithers on a white background,,
4313,7028,https://asia.si.edu,https://asia.si.edu/research/publications/occasional-papers/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4314,7029,https://asia.si.edu,https://asia.si.edu/research/scholarly-programs/chinese-object-study-workshops/partners/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4315,7030,https://asia.si.edu,https://asia.si.edu/research/scholarly-programs/chinese-object-study-workshops/partners/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4316,7031,https://asia.si.edu,https://asia.si.edu/research/scholarly-programs/chinese-object-study-workshops/partners/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4317,7032,https://asia.si.edu,https://asia.si.edu/research/scholarly-programs/chinese-object-study-workshops/partners/,https://asia.si.edu/wp-content/uploads/2023/04/chinese-object-study-workshop-banner_2115x1080-744x380.jpg,"A robed man floats against a pale sky, trees and mountains to his left. Detail from The Thatched Hut of Dreaming of an Immortal.",,
4318,7033,https://asia.si.edu,https://asia.si.edu/research/scholarly-programs/chinese-object-study-workshops/partners/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4319,7034,https://asia.si.edu,https://asia.si.edu/research/scholarly-programs/chinese-object-study-workshops/partners/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4320,7035,https://asia.si.edu,https://asia.si.edu/about/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4321,7036,https://asia.si.edu,https://asia.si.edu/about/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4322,7037,https://asia.si.edu,https://asia.si.edu/about/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4323,7038,https://asia.si.edu,https://asia.si.edu/about/,https://asia.si.edu/wp-content/uploads/2023/04/about-hero-buildingviews17-1-702x380.jpg,Freer corridor,,
4324,7039,https://asia.si.edu,https://asia.si.edu/about/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4325,7040,https://asia.si.edu,https://asia.si.edu/about/,https://asia.si.edu/wp-content/uploads/2023/04/about-feature-buildingviews20.jpg,four small guardian figures in a case within a gallery.,,
4326,7041,https://asia.si.edu,https://asia.si.edu/about/,https://asia.si.edu/wp-content/uploads/2023/04/peacockroom-tl-London_bl11524_jpg.jpg,Archival image of the room in London,,
4327,7042,https://asia.si.edu,https://asia.si.edu/about/,https://asia.si.edu/wp-content/uploads/2023/04/edu-feature-AOD-FS-7258_44.jpg,four women in colorful outfits with one arm raised,,
4328,7043,https://asia.si.edu,https://asia.si.edu/about/,https://asia.si.edu/wp-content/uploads/2023/04/about-feature-staff-20230312_Nowruz_262.jpg,staff and volunteers smile for the camera,,
4329,7044,https://asia.si.edu,https://asia.si.edu/about/,https://asia.si.edu/wp-content/uploads/2023/04/about-feature-dish-F1957_24_004.jpg,"close view of a dish with black, red and grey geometric markings on an off-white body.",,
4330,7045,https://asia.si.edu,https://asia.si.edu/about/,https://asia.si.edu/wp-content/uploads/2023/04/about-feature-Morning-at-the-Museum-33.jpg,an adult demonstrates a tea ceremony to another adult and two children,,
4331,7046,https://asia.si.edu,https://asia.si.edu/about/,https://asia.si.edu/wp-content/uploads/2023/04/about-feature-press-F1898_424.jpg,"detail from a japanese painting of four women in kimonos, three looking at a long handscroll",,
4332,7047,https://asia.si.edu,https://asia.si.edu/about/,https://asia.si.edu/wp-content/uploads/2023/04/contact-hero-banner-scaled.jpg,Visitors at the Freer entrance,,
4333,7048,https://asia.si.edu,https://asia.si.edu/about/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/defaults/KS_CalltoAction_BG_2160x720.jpg,,,
4334,7049,https://asia.si.edu,https://asia.si.edu/about/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4335,7050,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/world-war-ii-era-provenance-research/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4336,7051,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/world-war-ii-era-provenance-research/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4337,7052,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/world-war-ii-era-provenance-research/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4338,7053,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/world-war-ii-era-provenance-research/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4339,7054,https://asia.si.edu,https://asia.si.edu/explore-art-culture/collections/world-war-ii-era-provenance-research/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4340,7055,https://asia.si.edu,https://asia.si.edu/education/field-trips/request-form-reserved-tours-for-schools-and-students/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4341,7056,https://asia.si.edu,https://asia.si.edu/education/field-trips/request-form-reserved-tours-for-schools-and-students/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4342,7057,https://asia.si.edu,https://asia.si.edu/education/field-trips/request-form-reserved-tours-for-schools-and-students/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4343,7058,https://asia.si.edu,https://asia.si.edu/education/field-trips/request-form-reserved-tours-for-schools-and-students/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4344,7059,https://asia.si.edu,https://asia.si.edu/education/field-trips/request-form-reserved-tours-for-schools-and-students/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4345,7060,https://asia.si.edu,https://asia.si.edu/support/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4346,7061,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4347,7062,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4348,7063,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/uploads/2023/04/areas-of-support-banner-hero-2115x1080-1-744x380.jpg,Performers wearing costumes and energetically dancing outside as people observe. A performer in the foreground smiles at the camera with his arms raised.,,
4349,7064,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4350,7065,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/uploads/2023/04/membership-tile-small-feature-1140x760-1.jpg,A top-down view of a crowd of people gathered around and looking at two very large folios of manuscript calligraphy.,,
4351,7066,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/uploads/2023/04/planned-giving-tile-small-feature-1140x760-1.jpg,"Empty room with ornate decorated shelves displaying a number of blue-and-white ceramic vessels with a painting of a woman above a fireplace. On the right, a window with open shutters lets natural light into the room.",,
4352,7067,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/uploads/2023/04/corporate-giving-tile-small-feature-1140x760-1.jpg,,,
4353,7068,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/uploads/2023/04/cultural-exchange-tile-card-600x400-1.jpg,A room full of people with two men in the foreground sitting on a rug with their arms stretched out. The man on the left wears modern clothing and the man on the right wears an orange robe.,,
4354,7069,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/uploads/2023/04/moskowitz-tile-card-600x400-1.jpg,,,
4355,7070,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/uploads/2023/04/internships-tile-card-600x400-1.jpg,,,
4356,7071,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/uploads/2023/04/support-card-explore-2.jpg,screenshot of the explore art+culture compass widget,,
4357,7072,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/uploads/2023/04/teaching-china-tile-card-600x400-1.jpg,Four children sit huddled observing a small sculpture held in the hands of the two children farthest from us.,,
4358,7073,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/uploads/2023/04/provenance-tile-card-600x400-1.jpg,A sculpture of a four-legged hoofed animal with spiral patterns decorating the surface.,,
4359,7074,https://asia.si.edu,https://asia.si.edu/support/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/defaults/KS_CalltoAction_BG_2160x720.jpg,,,
4360,7075,https://asia.si.edu,https://asia.si.edu/support/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4361,7076,https://asia.si.edu,https://asia.si.edu/whats-on/events/celebrations/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
4362,7077,https://asia.si.edu,https://asia.si.edu/whats-on/events/celebrations/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-nav-background.jpg,,,
4363,7078,https://asia.si.edu,https://asia.si.edu/whats-on/events/celebrations/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/site-header-search-background.jpg,,,
4364,7079,https://asia.si.edu,https://asia.si.edu/whats-on/events/celebrations/,https://asia.si.edu/wp-content/uploads/2023/04/celebrations-hero-dancers-nowruz-banner-702x380.jpg,Dancers wave colored scarves at a NMAA Nowruz celebration.,,
4365,7080,https://asia.si.edu,https://asia.si.edu/whats-on/events/celebrations/,https://asia.si.edu/wp-content/themes/custom/nmaa/nmaa-frontend/public/images/hero-bkgrnd-desktop.jpg,,,
4366,7081,https://asia.si.edu,https://asia.si.edu/whats-on/events/celebrations/,https://asia.si.edu/wp-content/uploads/2023/04/eventseries-centennial-adv202210-the-next-100.jpg,The Next 100: grid of 100s with the 0s filled with different NMAA artworks,,
4367,7082,https://asia.si.edu,https://asia.si.edu/whats-on/events/celebrations/,https://asia.si.edu/wp-content/uploads/2023/04/celebrations-featureset-MWE2021-LNY-Zoom-bkg-F1990.16-FA.jpg,Detail of painting of red plum blossoms,,
4368,7083,https://asia.si.edu,https://asia.si.edu/whats-on/events/celebrations/,https://asia.si.edu/wp-content/uploads/2023/04/celebrations-featureset-nowruz-2015.jpg,Nowruz Haftseen table arrangement,,
4369,7084,https://asia.si.edu,https://asia.si.edu/whats-on/events/celebrations/,https://asia.si.edu/wp-content/uploads/2023/04/celebrations-featureset-cherry-blossom-banner-scaled-1.jpg,Detail of woodblock print depicting cherry blossoms in front of the Washington Monument,,
4370,7085,https://asia.si.edu,https://asia.si.edu/whats-on/events/celebrations/,//logs1.smithsonian.museum/dcsd50oayadzpx7qssv5n0ulh_9h6y/njs.gif?dcsuri=/nojavascript&WT.js=No&WT.tv=10.4.23&dcssip=si.edu,dcsimg,,
4371,7086,https://asia.si.edu,https://asia.si.edu/explore-art-culture/art-stories/,https://www.facebook.com/tr?id=604356714788346&ev=PageView&noscript=1,,,
